CHOLIERE,BAHRAME,1980,3
LATTAIGNANT,LAURIANE,1980,3
MATTARD,HÅKON,1980,3
TADROS,PAUL-LOUIS,1980,3
DELPERIER,MARYLENE,1980,3
MAZUR,STEFAN,1980,3
BAIG,Mickael,1980,3
LAVAILL,HELIOS,1980,3
VAYRE,ALLY,1980,3
GEFFROY,SILVA,1980,3
LITTLEJOHN,JAAKKO,1980,3
BILLEY,KAMILLA,1980,3
PAULY,OLEKSANDR,1980,3
COLOMBI,JEANINE,1980,3
CONINCK,MARIUSZ,1980,3
CANELLA,JEAN-BRICE,1980,3
TRICCA,LIISA,1980,3
DAT,TATJANA,1980,3
PETERSEN,Aurore,1980,3
VERMANDE,Sophie,1980,3
JACOB,JOSY,1980,3
FOUCARD,SEO,1980,3
CARBONNERY,JEAN-PAUL,1980,3
SOLTYSIAK,Eugène,1980,3
KARELS,Azucena,1980,3
LAURIERE,SEBASTIAN,1980,3
LETOQUART,NINA,1980,3
GREEN,TALHA,1980,3
RIAHI,GILLIAN,1980,3
MORANI,CELIA,1980,3
RCACCI,STOTTER,1980,3
TRAVERE,NASSERA,1980,3
CHEVAL,Mylène,1980,3
LERIGOLEUR,JOELLE,1980,3
VALERY,Rahal,1980,3
LILLEKVELLAND,RANI,1980,3
LEPESANT,ARNOLD,1980,3
FERRER,HELENE,1980,3
PEDREGNO,KARIN,1980,3
MAURIES,Ahmed,1980,3
TOUDERT,EMERIC,1980,3
SABLE,ANNE-CATHERINE,1980,4
HENRION,HANNA,1980,4
SCAILLIEREZ,Antonin,1980,4
ELIZABETH,LIDYE,1980,4
RUMB,MARYLIN,1980,4
BELLON,FREDRIK,1980,4
ŠIMKONIS,NANOU,1980,4
BERRADA,VERONIQUE,1980,4
PELUD,JEAN-MICHAEL,1980,4
BOUSSUGE,KATJA,1980,4
CABIROL,JOFFREY,1980,4
SIDISALAH,RIIKKA,1980,4
CASADO,CLÉMENT,1980,4
JARLOT,NORINE,1980,4
KARHU,CARENE,1980,4
GALLAND,Jean-Marie,1980,4
DELECAMBRE,BRADLEY,1980,4
MARAL,Loïc,1980,4
CARRERA,Sabine,1980,4
FORTON,WAEGENAERE,1980,4
GABOLDE,CHEFSAILLES,1980,4
CANDOUSSAU,GAUTHIER,1980,4
ZARAZIK,HELMUT,1980,4
HEDIN,SIRIO,1980,4
TALLEU,ANTONY,1980,4
VASNER,JEAN-FRANCOIS,1980,4
GAILLAUD,LIVIO,1980,4
IZAC,BOLLE,1980,4
HOSTE,KEVIN,1980,4
RAMON,DONATO,1980,4
BANCHEREAU,GERALD,1980,4
DARAGNES,PRISCILLA,1980,4
STEBACH,Romane,1980,4
ROMERO,CHARLES,1980,4
MAHROUGA,GUILLAIN,1980,4
ORRIT,SYBIL,1980,4
COTS,Maury,1980,4
AINETO,VANESSA,1980,4
MOYA,FANETTE,1980,4
DALL'ORSO,Yael,1980,4
ISELLE,ROSSELLA,1980,4
GRASSER,ANDREAS,1980,4
DEGUILHEM,ANGUS,1980,4
LOPEZ,KERSTIN,1980,4
RAMOS,AILEEN,1980,4
PISERONI,TAURAS,1980,4
GORDON,Lisa,1980,4
DUVINAGE,ONNO,1980,4
VERLAGUET,NICOLE,1980,4
VIOLANTE,GUENTER,1980,4
LUNDIN,HELENE,1980,5
AYROLES,Loick,1980,5
CHAMAYOU,RENATA,1980,5
GORET,GIUSEPPINA,1980,5
EURL,Raphaël,1980,5
HANART,DIRK,1980,5
CAZABON,JEHAD,1980,5
ROSSO,Martin,1980,5
FOPNTORBE,JR,1980,5
MAROLDA,VILLE,1980,5
PION,FREDERIQUE,1980,5
VISTE,ORIAN,1980,5
CHAMERO,KARL-HEINZ,1980,5
LEGRAND,Sandy,1980,5
ZIAD,ALEXANDRE,1980,5
FARGETON,CHRISTOFFER,1980,5
DOMBIS,Dalila,1980,5
DUVIVIER,Loick,1980,5
COUZI,NELLIE,1980,5
ABEL,CHANTAL,1980,5
SIDISALAH,LIUBOV,1980,5
NGOM,HELENE,1980,5
DOBIASOVA,Marc-emmanuel,1980,5
OUCHACOFF,ALINA,1980,5
SYLVESTRE,Mehdi,1980,5
MCCRONE,PATRICE,1980,5
VADROT,T,1980,5
FORDE,ANDREY,1980,5
MARENDAT,KRZYSZTOF,1980,5
PEYRUCHAT,ROSA,1980,5
CALAIS,HASSAN,1980,5
CAUDRELIER,IOULIA,1980,5
BRONGNIART,FELIX,1980,5
CARPIS,ANTON,1980,5
MARCEROU,CLÉMENT,1980,5
AVEROUS,ORLANDO,1980,5
CHINETTE,VALERII,1980,5
DARDENNE,SARAH,1980,5
JALON,PETER,1980,5
SARDA,DRIES,1980,5
BEZOMBES,Yamina,1980,5
POUSSADE,AGNIESZKA,1980,5
TEOFILI,EMILIA,1980,5
DUBAC,Guilhem,1980,5
DEZECOT,Robin,1980,5
MARTIGNOLES,Cyril,1980,5
KASSEM,Justine,1980,5
SAUVETRE,SOLMINIHAC,1980,5
DEQUIDT,HEINI,1980,5
CACHEUX,Steven,1980,5
DUCROUX,Ali,1980,6
STABLON,Armelle,1980,6
COTTON,Aurelien,1980,6
URLOUSE,FABIEN,1980,6
DRABER,HAKIMA,1980,6
ASTIER,Janick,1980,6
FERRERI,BLANCHE,1980,6
HONORÉ,Andr,1980,6
RIBONET,Frédéric,1980,6
NEVO,MOHAMED,1980,6
BEIL,Douglas,1980,6
HIVERT,MARCHETTI,1980,6
MARTINO,JEREMIE,1980,6
STURM,TEMEKO,1980,6
MONTORO,IGNAT,1980,6
POMART,Béatrice,1980,6
ROJO,LIESBETH,1980,6
SECHER,VILLE,1980,6
COMBES,JIN,1980,6
CORIOLAN,ERICA,1980,6
VIOLANTE,Adelino,1980,6
LESUISSE,OGILVIE,1980,6
SANDRONE,TORE,1980,6
ALLEMANE,GUNTER,1980,6
ZLATOV,JO,1980,6
ARRIVETX,NAIMA,1980,6
CHUMAKOV,FRIEDRICH,1980,6
HAMADA,MATTEO,1980,6
TORRE,STEFAN,1980,6
DELHUIELLE,LUCYNA,1980,6
MORAIS,NOEL,1980,6
MOIRAS,VIVIEN,1980,6
LEBIGOT,DMITRY,1980,6
CARDI,NAIMA,1980,6
BERTHET,SERGEI,1980,6
LEMOINE,GORDON,1980,6
LUPETTI,CELIA,1980,6
KOLIND,Sandro,1980,6
LEMIEUVRE,LUDMILLA,1980,6
MUCKA,Aurelien,1980,6
MARKOWITZ,ALBERT,1980,6
PERLANT,ANNETTE,1980,6
TERRAL,Amory,1980,6
WAHL,Clave,1980,6
CALUORI,HUGUES,1980,6
MELLET,LOETITIA,1980,6
APPARIGLIATO,GENNARO,1980,6
GEMECHU,PRIMAEL,1980,6
VILALTA,CATHY,1980,6
ZANARDI,REY,1980,6
LISNYAK,LUCILLE,1980,7
RAMIO,RUUT,1980,7
GOURILLON,WILFRID,1980,7
CAT,LING,1980,7
LEFEVER,Wesley,1980,7
SCHWARTZ,GUIDO,1980,7
AMANS,NICOLAE,1980,7
BOURDAIM,MANOËL,1980,7
MINKOULOU,HONORE,1980,7
VINOKUROV,Louis,1980,7
BARRA,TALHA,1980,7
BOUILLART,CLEMENCE,1980,7
MAUPILIER,DIETMAR,1980,7
GLINTON,ARAUJO,1980,7
THIERSDEBAR,EKATERINA,1980,7
THIERRY,SAMY,1980,7
MONCLA,BERNADETT,1980,7
MOUNIC,GARY,1980,7
COSTACHE,VERONIQUE,1980,7
DANESI,CHEYSTOPHER,1980,7
DALL'ORSO,Denis,1980,7
DEGUILHEM,BER,1980,7
ANGE,Rosy,1980,7
CHIAPELLO,BERND,1980,7
MATEOS,ALVAREZ,1980,7
BARADA,FAOUZI,1980,7
SARRASIN,DVIR,1980,7
O'TUATHAIL,MARIE-ANNE,1980,7
AGRAIB,JULIUS,1980,7
MOLLIER,SOMAIA,1980,7
LACQUEMENT,TORSTEN,1980,7
RCACCI,YURIY,1980,7
CAUDRELIEZ,DANY,1980,7
THIRIEZ,AURÉLIO,1980,7
BELLIZZI,ANNETTE,1980,7
PINO,GERALDINE,1980,7
MOND,PEPITA,1980,7
BOURGAILH-HADDIOUI,ISABELLE,1980,7
CHANTIER,AGNIESZKA,1980,7
HEID,STEPHAN,1980,7
AISSAOUI,PAOLA,1980,7
NOGUERON,CHRISTOPH,1980,7
BABRE,MIKAËL,1980,7
PELISSIER,OLGA,1980,7
KOLOSOV,Andre,1980,7
DECAESTECKER,Aymeric,1980,7
VALERY,BIHAN,1980,7
FREDBLAD,KARIANN,1980,7
CHAPUT,AGNES,1980,7
TEMMAR,YANISSE,1980,7
DARAGON,EDGAR,1980,8
VEYSSIERE,Ravindra,1980,8
PFEIFFER,EUPHELIE,1980,8
MAYET,Angeline,1980,8
HERNU,KATI,1980,8
ZLATOV,CASTROGIOVANNI,1980,8
VIGOUROUSX,Francine,1980,8
BUSATO,Mickaël,1980,8
TROUTEAUD,ALAIN,1980,8
CHENE,DE,1980,8
CWAJGENBAUM,KARIANN,1980,8
SIDISALAH,JEAN-EUDES,1980,8
MOURLEVAT,MARIE-JOSE,1980,8
GAROPPO,RALPH,1980,8
DERYCKER,YANNICK,1980,8
STUBERT,GERDA,1980,8
PONTIE,STEPHAN,1980,8
GIBERT,MELANIE,1980,8
BUDA,PAS,1980,8
CAT,Carole,1980,8
SQUASSINA,JOEL,1980,8
SRUTIN,SIGRID,1980,8
DABBENE,Boumedienne,1980,8
HEBANT,Marie-Claude,1980,8
DELVART,MOUNIA,1980,8
DALIER,RUDDY,1980,8
BERCHE,FRANEOIS-XAVIER,1980,8
TREMEL,Caroline,1980,8
DESANGE,MOHAMMED,1980,8
BOISSINOT,CÉCILE,1980,8
DUBUIS,NICLAS,1980,8
PETTIER,NIKI,1980,8
LORIDAN,VITTORIO,1980,8
LORENZI,MARTINA,1980,8
SOREDA,CATHY,1980,8
RABEFANIRAKA,Khadija,1980,8
BRIVALL,GALL,1980,8
GNIER,TYRE,1980,8
DOUANGDARA,TRISTAN,1980,8
PILLANT,Severine,1980,8
PFEIFFER,JEAN-BRICE,1980,8
FARHI,Jocelyn,1980,8
BROYER,Eric,1980,8
LOUBIER,Pascaline,1980,8
ANDRIAMANANAIVO,Fantin,1980,8
TOLLIN,JEAN-SEBASTIEN,1980,8
HEGARTY,Eva,1980,8
LEFEBVRE,MAKSIM,1980,8
CADIOU,MARC-OLIVIER,1980,8
GIUSEPPIN,CHIARA,1980,8
GALLOIS,HOSNIA,1980,9
LEOTY,NADIIA,1980,9
PHILIBERT,QUENTIN,1980,9
MOULARD,Bouchra,1980,9
COSSOUL,IMMACULATE,1980,9
METENIER,BENJAMIN,1980,9
EYBERT,Ronan,1980,9
VACQUIE,MARIE-ANNE,1980,9
SCHAVITS,CLARISSE,1980,9
YAHYA,DINGCAN,1980,9
CHOY,STÉPHANIE,1980,9
FOSCHINO,ABEL,1980,9
ROUSERÉ,YURI,1980,9
PEREIRA,Ian,1980,9
GOODBAND,Louise,1980,9
CHEVEUX,RENÉ,1980,9
BOISHUS,JUKKA,1980,9
ILHAT,Yonie,1980,9
VINSOT,Lucie,1980,9
SARKIS,LAURIANE,1980,9
BEAUTE,MONROZIER,1980,9
BLONDIAUX,MARIE-ALIZEE,1980,9
BASTOUL,JEAN-MANUEL,1980,9
LIENARD-BREVIER,Marius,1980,9
SAVARY,Kevin,1980,9
AKURA,Geraldine,1980,9
BALAT,MOSES,1980,9
BOTTE,DOROTHÉE,1980,9
HAUGEN,CAROLYN,1980,9
CHATELAIS,MALGORZATA,1980,9
WEYNS,ANGÉLIQUE,1980,9
MARAINE,AGNES,1980,9
WUELFING,HONORE,1980,9
CAILLE,NOUAILLE,1980,9
POEYNIROO,JANY,1980,9
MIANE,VRAMBOUDT,1980,9
VAURS,JEANINE,1980,9
GRENON,Théophile,1980,9
GINESTE,FRIDA,1980,9
BOULOUCH,EMILIO,1980,9
TYGREAT,Armelle,1980,9
COQUELAERE,HICHAM,1980,9
GODEC,CORINE,1980,9
MALLE,Sidney,1980,9
JUSKIEWENSKI,JAVIER,1980,9
DESCOMBES,TIMOTHE,1980,9
QUéZéDé,JEREMIE,1980,9
PITTET,Valerie,1980,9
FOURRE,HEINI,1980,9
LETIENT,CAMILLE,1980,9
MORANT,KURT,1980,10
AVERSENG,NORBERT,1980,10
SCARPA,GERARD,1980,10
BEYLOT,IULIAN,1980,10
DEGEILH,VALERIE,1980,10
VENTURINI,Mario,1980,10
TEYSSEYRE,Maryse,1980,10
MONI,Flavien,1980,10
NICOL,ENORA,1980,10
DUBOURDEAUX,WESLEY,1980,10
DENIS-REMIS,DOROTHÉE,1980,10
BALASTEGUI,Lionel,1980,10
MAZIN,MARGORATA,1980,10
POVSIC,SHIVA,1980,10
BOBINEAU,SOREN,1980,10
DELLOCCA,CELINE,1980,10
RIVOLTA,DEBRUYNE,1980,10
REITEMEYER,ALEXIS,1980,10
REITZ,GIANNI,1980,10
SCHIAVI,Amélia,1980,10
LAPEYRE,MICK,1980,10
SENGES,HERVÉ,1980,10
SALLERIN,STOTTER,1980,10
LARRIBEAU,Theo,1980,10
HALLUIN,Yonie,1980,10
EYCHENNE,Massimo,1980,10
MOURIGAL,NASSERA,1980,10
NOGUES,Pierre-Henri,1980,10
LALLEMAND,Guilhem,1980,10
BEHAEGHE,RAOUL,1980,10
BERINGER,AXELLE,1980,10
SZEPIZDYN,LEONORA,1980,10
PRONIER,KATCHADOUR,1980,10
FORMISANO,MYRIAM,1980,10
LOURTIES,GORGETA,1980,10
MSAYEH,IONE,1980,10
IDMONT,STEVE,1980,10
BIGNONE,Jo,1980,10
MONET,YULIYA,1980,10
MANTELLO,MONIA,1980,10
BERNARDINIS,WELLINGTON,1980,10
MANUEL,CORNELIUS,1980,10
DUTEIL,Carole,1980,10
MOLARD,ALEXA,1980,10
JUSKIEWENSKI,EVELYNE,1980,10
COPPOLA,IMRE,1980,10
FOUGERES,NEIL,1980,10
DEPRUGNEY,VANESSA,1980,10
FOUQUES,MATHEO,1980,10
PORTETS,Billy,1980,10
MONRIBOT,Aurore,1980,11
ALLAMAND,H,1980,11
WANNEBROUCQ,CHRISTELLE,1980,11
MALICKA,GWENOLE,1980,11
SEGUIER,CINDY,1980,11
CAPDEVILLE,Enrique,1980,11
BLAINEAU,VALÉRIAN,1980,11
FARGUES,IONE,1980,11
BUZON,MELODIE,1980,11
PLANCQ,LISELOTTE,1980,11
BORDONNAT,ALI,1980,11
SCHILLING,RODOLPH,1980,11
CHALEAT,Antonin,1980,11
ALLART,Jean_philippe,1980,11
NIERADKA,NICKOLAS,1980,11
CARTIGNY,KATRIN,1980,11
FESSELIER,FEDERICO,1980,11
CRUTZEN,Jérémy,1980,11
VINET,JORDI,1980,11
KARTALOVSKI,Cathy,1980,11
FARAGOU,Jordan,1980,11
LOURTIES,Jean-Bernard,1980,11
GIRAUD,CHARLOTTE,1980,11
RUMEAU,DÉBORAH,1980,11
BORDE,IONE,1980,11
RIGO,SALVATORE,1980,11
LEPONT,JOLYAN,1980,11
BONAMICO,ANIS,1980,11
RIOTON,Slimane,1980,11
DIEUZE,WIEBKE,1980,11
GOMANE,FREDERIC,1980,11
BOURGOIS,Severine,1980,11
KREJCI,PIERRE-ANTOINE,1980,11
CAPPELLE,VÉRONIQUE,1980,11
RAUNET-RONDREUX,JEFF,1980,11
CODRON,Patricia,1980,11
COXWELL,Baptiste,1980,11
MEDUNITSA,FLORIANE,1980,11
MAGNANON,ESTEBAN,1980,11
LACHAIZE,CLAUS,1980,11
DAUGREILH,MARIE-ALIZEE,1980,11
BEAUVALLET,Gerald,1980,11
VANVOSSOLE,Nadia,1980,11
SHUKLIN,FRANCISCA,1980,11
KOVDRYA,PIERICK,1980,11
KRIKORIAN,TIMMY,1980,11
LADET,CLEMENT,1980,11
MASCOT,VERENA,1980,11
PELLICHERO,MORAD,1980,11
FIOLET,CHEFSAILLES,1980,11
KERNEIS,HEINI,1980,12
NOGUÈS,NASREDDINE,1980,12
VALENCE,Gregory,1980,12
GRITCAI,CACQUERAY,1980,12
RONZULLI,BAPTISTE,1980,12
FRANZINO,SANNA,1980,12
GAUZA,JEAN-PIERRE,1980,12
WIBAUX,Stéphane,1980,12
RAJAONAH,STEPHEN,1980,12
GOUÉ,JAMES,1980,12
KOROTKOV,NOEMIE,1980,12
PLAGES,HARRY,1980,12
SOL,REMI,1980,12
DEVISCH,MAXIM,1980,12
SOBINSKI,Anaïsse,1980,12
ROBART,NAMY,1980,12
LOEFFLER,Khairani,1980,12
WOOG,Kamel,1980,12
NAEGELIN,LARISA,1980,12
DUFRESNOY,Cédric,1980,12
DEL,JOSEE,1980,12
DEMUYNCK,Réjane,1980,12
CHAPUT,SILKE,1980,12
NODE-LANGLOIS,Genevi,1980,12
GOBLET,OLAV,1980,12
LONCLE,GORAN,1980,12
ROUPIN,ORVO,1980,12
JEANSON,SAM,1980,12
STRZECHOWSKI,MARINKA,1980,12
CORDEL,LUIGI,1980,12
MEGNIN,Chérif,1980,12
DU,VADZIM,1980,12
CABRIÈRES,Aristide,1980,12
KUIJPERS,CORINE,1980,12
ROCHE,Aliénor,1980,12
OPPERMAN,MARIE-CAROLINE,1980,12
LEZIER,Sylvie,1980,12
GARIE,ELZBIETA,1980,12
SEGIN,GENTHER,1980,12
GROSBOT,VASILII,1980,12
KRUSZEWSKA,AGNES,1980,12
LOURGANT,Jean-marie,1980,12
STANDAERT,Hamid,1980,12
POCAS,EMMANUELL,1980,12
DEQUEKER,MIGUEL,1980,12
GIGOMAS,ARC'HANTAEL,1980,12
JIMENEZ,AURELIE,1980,12
LENAIN,KONSTANTIN,1980,12
PEREZ,JAMIE,1980,12
LINSE,SAIID,1980,12
S,Nicolas,1980,13
MORILLAS,CZAJA,1980,13
BAYE,TIMOTHY,1980,13
DELETTREZ,VICTOR,1980,13
DUFEU,JYRI,1980,13
GUILLEMONAT,NAWAL,1980,13
CLOS,Aurelio,1980,13
CHILDES,Audrey,1980,13
GALLOUET,EMERIC,1980,13
SANNAC,NUNO,1980,13
N'GADI,PROSPER,1980,13
CABIN,MARCO,1980,13
CALVET,Francky,1980,13
BURCK,Khairani,1980,13
KRIKORIAN,Claire,1980,13
ATIA,RESTE,1980,13
COURANT,Sonia,1980,13
HEMPEL,ROMAN,1980,13
SALMERON,Loick,1980,13
BOBIN,CLEMENT,1980,13
AHAMON,JOEVIN,1980,13
LENGRE,JEROME,1980,13
WININGER,JÉRÔME,1980,13
PERLANT,JODIE,1980,13
LITTLEJOHN,SUE,1980,13
ZANIN,EMILIO,1980,13
GASPARIAN,LINDA,1980,13
FIAMMENGO,Axel,1980,13
PERAL,ROGER,1980,13
FLORENTIN,SAMI,1980,13
RAYBAUD,HOWARD,1980,13
CATCH,Malik,1980,13
CASTANET,ANDIL,1980,13
BARRUE-BELOU,Stephanie,1980,13
NICOD,Abhishek,1980,13
RODES,Aristide,1980,13
ORBAN,Slimane,1980,13
LALOY,KRISTIAAN,1980,13
HIBBERT,Roland,1980,13
FROUVELLE,Nathan,1980,13
MARCHANT,LIUDMILA,1980,13
BOOGERS,ALIZÉE,1980,13
RYCKEBUSCH,Grigori,1980,13
BLATT,CHRISTEL,1980,13
GIRARDI,WILFRID,1980,13
HOBMA,KAROLINA,1980,13
VANTROYS,AMENA,1980,13
BENNAI,MADJIL,1980,13
LEFEVRE,GERMAN,1980,13
HAUDEBOURG,KORAICHI,1980,13
IFRI,ANGEL,1980,14
MELLADO,JESSICA,1980,14
TALINA,DAVY,1980,14
ARGA,SANGEERTHMAN,1980,14
WATRIN,Aurélien,1980,14
SAVIGNAC,Hassan,1980,14
ADELL,GERARD,1980,14
LAFFONT,CHERIF,1980,14
MELLET,Serge,1980,14
DELVART,CHEYSTOPHER,1980,14
MAUSSIRE,TAIMAR,1980,14
LIGER,MAGALIE,1980,14
DEJONCKHEERE,J-JACQUES,1980,14
JOUVIN,TENES,1980,14
CAUVY,Fethi,1980,14
DELALANDE,CACQUERAY,1980,14
AYROLES,OLAV,1980,14
BOERJESSON,JOHN,1980,14
COGNON,LATRECH,1980,14
FRAISSE,GØRIL,1980,14
GUEMART,ARTURO,1980,14
DEMORGNY,MARIAGRAZIA,1980,14
ARTICO,INEKE,1980,14
MAURANGE,GIULIANO,1980,14
AUVINET,Erick,1980,14
FRULEUX,Albaro,1980,14
CHENET,IGNAT,1980,14
TEMINE,Laurie,1980,14
MONI,FOLLY,1980,14
GHILASSENE,MIKA,1980,14
ROTH,DENNIS,1980,14
AUDOUY,Deborah,1980,14
KINDELBERGER,ABEL,1980,14
BLAIRVACQ,Aurore,1980,14
BARRIER,YOANN,1980,14
COLLADO,MARIE-THÉRÈSE,1980,14
GOIZET,LARISA,1980,14
ENDRES,EKATERINA,1980,14
COLOMBIE,Fadi,1980,14
LELIEUR,AUGUSTE,1980,14
PRAIN,Cassandre,1980,14
SMAIL,Teddy,1980,14
CINDRIC,CAILLIEREZ,1980,14
RIGAUD,Aimeric,1980,14
BILY,SOUSA,1980,14
CAZANAVE,BOUZIG,1980,14
GROSDIDIER,Philip,1980,14
LAMAND,Davy,1980,14
MOSNA,FEDERICO,1980,14
LEGRAIN,LISELOTTE,1980,14
PATIES-BOCUS,CHARLYNE,1980,15
SATG,JEAN-NOEL,1980,15
BONDERGAARD,PASCAL,1980,15
DROZD,SIMON,1980,15
ZAGO,MAGDALENA,1980,15
DUHEN,MARIAN,1980,15
LALOY,JENNIFER,1980,15
VILARDAGA,Em,1980,15
ALIAKSANDR,PIOTR,1980,15
COFFOLE,ARIAN,1980,15
FRANCK,KARIM,1980,15
GAGLIONE,JEAN-CHARLES,1980,15
RANCON,JAVOTTE,1980,15
BOUVIER,SENAC,1980,15
BARAT,-,1980,15
REYMOND,KRISTINA,1980,15
CAPDEVILLE,CORALINE,1980,15
DENJEAN,Emmanuel,1980,15
SIFFERT,Romane,1980,15
DOZIAS,OCEANE,1980,15
BANIAS,Beverley,1980,15
UBEK,TREVOR,1980,15
TEETEN,FRANK,1980,15
VANDORT,LAURENE,1980,15
ROKIA,Lionel,1980,15
DEVEYER,SORAYA,1980,15
PANTZER,Baptiste,1980,15
PABIS,ROMAIN,1980,15
WÄHRISCH,YOANN,1980,15
PORTANIER,MOHAND,1980,15
DUPUY,GWENOLE,1980,15
GUIET,VIOLETTE,1980,15
BORGA,Miklos,1980,15
PATRICE,Gautier,1980,15
DUPEYRON,GUSTAV,1980,15
DUPLESSI,Jean-François,1980,15
DESAILLY,QUENTIN-ALEXANDRE,1980,15
MAZUCHINI,HELOISE,1980,15
PIZZUTO,DARIUSZ,1980,15
DESOMBERG,NIKOLAOS,1980,15
BAZOT,JEAN-MICHEL,1980,15
BERNOU,JOJO,1980,15
HOWELLS,Jean-baptiste,1980,15
BATTISTUTA,TUUKKA,1980,15
LEMELLE,Yohan,1980,15
BALANCA,PIER,1980,15
LIOTARD,FERNAND,1980,15
GENDRE,MALGORZATA,1980,15
BOUHEYRE,TIMO,1980,15
DEPINOY,SILVA,1980,15
BAEHLER,Lucas,1980,16
DOUMERC,HAYDAR,1980,16
MAGNANON,MARTNE,1980,16
WOSZCZYK,Adeline,1980,16
MYXA,NOURA,1980,16
MILON,ROSELINE,1980,16
VANDENPLAS,EVAN,1980,16
VAISSIERES,MICHAËL,1980,16
JENNER,MATTHIEU,1980,16
ANDRÉ,Hamida,1980,16
GUYOMARD,HORACIO,1980,16
SOULETIS,VALERII,1980,16
CHRISTIAENS,MARIUSZ,1980,16
POUILLY,EVAN,1980,16
DUCATEZ,DAN,1980,16
MORABITI,ANASS,1980,16
COURT,RAVINDRA,1980,16
VASSEUR,AMADOU,1980,16
FLORIANY,Ulrich,1980,16
SAUX,STÉPHANE,1980,16
APOLIT,GERMAIN,1980,16
HAALAND,Jean-Christophe,1980,16
ULARAOUI,EIZO,1980,16
PROVOYEUR,VLAD,1980,16
BERTOIA,WILFRIED,1980,16
